Quotes
"
"
"Do not pity the dead, Harry. Pity the living, and, above all those who live without love.
 Albus Dumbledore, Harry Potter and the Deathly Hallows, Chapter 35
"
"
"
"
It is impossible to manufacture or imitate love.
 Horace Slughorn, Harry Potter and the Half-Blood Prince, Chapter 9
"
"
"
"
Differences of habit and language are nothing at all if our aims are identical and our hearts are open.
 Albus Dumbledore, Harry Potter and the Goblet of Fire, Chapter 37
"
"
"
"
What do I care how he looks? I am good-looking enough for both of us, I theenk! All these scars show is zat my husband is brave!
 Fleur Delacour, Harry Potter and the Half-Blood Prince, Chapter 29
"
"
"
"
Love as powerful as your mothers for you leaves its own mark. To have been loved so deeply, even though the person who loved us is gone, will give us some protection forever.
 Albus Dumbledore, Harry Potter and the Sorcerers Stone, Chapter 17
"
"
"
"
FamilyWhatever yeh say, bloods important. . . .
 Rubeus Hagrid, Harry Potter and the Order of the Phoenix, Chapter 25
"
"
"
"
I cared more for your happiness than your knowing the truth, more for your peace of mind than my plan, more for your life than the lives that might be lost if the plan failed.
 Albus Dumbledore, Harry Potter and the Order of the Phoenix, Chapter 37
"
"
"
"
"
"
There are some things you cant share without ending up liking each other, and knocking out a twelve-foot mountain troll is one of them.
 J.K. Rowling, Harry Potter and the Sorcerers Stone, Chapter 10
"
"
"
"It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.
 Albus Dumbledore, Harry Potter and the Sorcerers Stone, Chapter 17
"
"
"
"
Books! And cleverness! There are more important things  friendship and bravery.
 Hermione Granger, Harry Potter and the Sorcerers Stone, Chapter 16
"
"
"
"
We are only as strong as we are united, as weak as we are divided.
 Albus Dumbledore, Harry Potter and the Goblet of Fire, Chapter 37
"
"
"
"
Were with you whatever happens.
 Ron Weasley, Harry Potter and the Half-Blood Prince, Chapter 30
"
"
"
"
"
"I am what I am, an Im not ashamed. Never be ashamed, my ol dad used ter say, theres some wholl hold it against you, but theyre not worth botherin with.'
 Rubeus Hagrid, Harry Potter and the Goblet of Fire, Chapter 24
"
"
"
"
Time will not slow down when something unpleasant lies ahead.
 J.K. Rowling Harry Potter and the Goblet of Fire, Chapter 37
"
"
"
"If you want to know what a mans like, take a good look at how he treats his inferiors, not his equals.
 Sirius Black, Harry Potter and the Goblet of Fire, Chapter 27
"
"
"
"It does not do to dwell on dreams and forget to live.
 Albus Dumbledore, Harry Potter and the Sorcerers Stone, Chapter 12
"
"
"
"Numbing the pain for a while will make it worse when you finally feel it.
 Albus Dumbledore, Harry Potter and the Goblet of Fire, Chapter 36
"
"
"
"
Never trust anything that can think for itself if you cant see where it keeps its brain.
 Arthur Weasley, Harry Potter and the Chamber of Secrets, Chapter 18
"
"
"
"
Dont let the Muggles get you down.
 Ron Weasley, Harry Potter and the Prisoner of Azkaban, Chapter 1
"
"
"
""
"
"
"
No good sittin worryin abou it. Whats comin will come, an well meet it when it does.
 Rubeus Hagrid, Harry Potter and the Goblet of Fire, Chapter 37
"
"
"
"
It matters not what someone is born, but what they grow to be.
 Albus Dumbledore, Harry Potter and the Goblet of Fire, Chapter 36
"
"
"
"
Every human life is worth the same, and worth saving.
 Kingsley Shacklebolt, Harry Potter and the Deathly Hallows, Chapter 22
"
"
"
""
"
"
"
The thing about growing up with Fred and George, said Ginny thoughtfully, is that you sort of start thinking anythings possible if youve got enough nerve.
 Ginny Weasley, Harry Potter and the Order of the Phoenix, Chapter 29
"
"
"
"
Fear of a name increases fear of the thing itself.
 Albus Dumbledore, Harry Potter and the Sorcerers Stone, Chapter 17
"
"
"
"
When in doubt, go to the library.
 Ron Weasley, Harry Potter and the Chamber of Secrets, Chapter 14
"
"
"
"
Sadly, accidental rudeness occurs alarmingly often. Best to say nothing at all, my dear man.
 Albus Dumbledore, Harry Potter and the Half-Blood Prince, Chapter 3
"
"
"
"
Time is Galleons, little brother,
 Fred Weasley, Harry Potter and the Order of the Phoenix, Chapter 4
"
"
"
"To the well-organized mind, death is but the next great adventure.
 Albus Dumbledore, Harry Potter and the Sorcerers Stone, Chapter 17
"
"
"
"
Yeah, size is no guarantee of power,
 George Weasley, Harry Potter and the Order of the Phoenix, Chapter 6
"
"
"
"
Theres things more importan than keepin a job.
 Rubeus Hagrid, Harry Potter and the Order of the Phoenix, Chapter 27
"
"
"
"
It is our choices, Harry, that show what we truly are, far more than our abilities.
 Albus Dumbledore, Harry Potter and the Chamber of Secrets, Chapter 18
"
"
"
"
"
"
Ah, of course. There is no need to say any more, Miss Granger. Tell me, which of you will be dying this year?
 Minerva McGonagall, Harry Potter and the Prisoner of Azkaban, Chapter 6
"
"
"
"
Harry: So light a fire!
Hermione: Yes  of course  but theres no wood!
Ron: HAVE YOU GONE MAD? ARE YOU A WITCH OR NOT?
 Harry Potter, Hermione Granger, Ron Weasley, Harry Potter and the Sorcerers Stone, Chapter 16
"
"
"
"
Weve been hearing explosions out of their room for ages, but we never thought they were actually making things. We thought they just liked the noise.
 Ginny Weasley, Harry Potter and the Goblet of Fire, Chapter 5
"
"
"
"
Have a biscuit, Potter.
 Minerva McGonagall, Harry Potter and the Order of the Phoenix, Chapter 12
"
"
"
"
You know, Minister, I disagree with Dumbledore on many counts . . . but you cannot deny hes got style . . .
 Phineas Nigellus, Harry Potter and the Order of the Phoenix, Chapter 27
"
"
"
"
Lockhartll sign anything if it stands still long enough.
 Ron Weasley, Harry Potter and the Chamber of Secrets, Chapter 10
"
"
"
"
It unscrews the other way.
 Minerva McGonagall, Harry Potter and the Order of the Phoenix, Chapter 30
"
"
"
"
Can I have a look at Uranus too, Lavender?
 Ron Weasley, Harry Potter and the Goblet of Fire, Chapter 13
"
"
"
"
We did it, we bashed them, wee Potters the one,
And Voldys gone moldy, so now lets have fun!
 Peeves, Harry Potter and the Deathly Hallows, Chapter 36
"
"
"
"
I am a wizard, not a baboon brandishing a stick.
 Seamus Finnigan, Harry Potter and the Half-Blood Prince, Chapter 17
"
"
"
"
You havent got a letter on yours. I suppose she thinks you dont forget your name. But were not stupid  we know were called Gred and Forge.
 George Weasley, Harry Potter and the Sorcerers Stone, Chapter 12
"
"
"
"
I told her its a Hungarian Horntail. Much more macho.
 Ginny Weasley, Harry Potter and the Half-Blood Prince, Chapter 25
"
"
"
"
Rita: Congratulations, Harry! I wonder if you could give me a quick word? How you felt facing that dragon? How you feel now, about the fairness of the scoring?
Harry: Yeah, you can have a word. Good-bye.
 Rita Skeeter and Harry Potter, Harry Potter and the Goblet of Fire, Chapter 20
"
"
"
"
Petunia: Why were you lurking under our window?
Vernon: Yes  yes, good point, Petunia! What were you doing under our window, boy?
Harry: Listening to the news.
Vernon: Listening to the news! Again?
Harry: Well, it changes every day, you see.
 Vernon and Petunia Dursley, and Harry Potter, Harry Potter and the Order of the Phoenix, Chapter 1
"
"
"
"
Theres no need to call me sir, Professor.
 Harry Potter, Harry Potter and the Half-Blood Prince, Chapter 9
"
"
"
"
Well, honestly . . . the fates have informed her . . . who sets the exam? She does! What an amazing prediction!
 Hermione Granger, Harry Potter and the Prisoner of Azkaban, Chapter 15
"
"
"
"
Hermione: Bouillabaisse.
Ron: Bless you.
 Hermione Granger and Ron Weasley, Harry Potter and the Goblet of Fire, Chapter 16
"
"
"
"
"
"
It is the unknown we fear when we look upon death and darkness, nothing more.
 Albus Dumbledore, Harry Potter and the Half-Blood Prince, Chapter 26
"
"
"
"
Have you any idea how much tyrants fear the people they oppress? All of them realize that, one day, amongst their many victims, there is sure to be one who rises against them and strikes back!
 Albus Dumbledore, Harry Potter and the Half-Blood Prince, Chapter 23
"
"
"
"
It is a curious thing, Harry, but perhaps those who are best suited to power are those who have never sought it. Those who, like you, have leadership thrust upon them, and take up the mantle because they must, and find to their own surprise that they wear it well.
 Albus Dumbledore, Harry Potter and the Deathly Hallows, Chapter 35
"
"
"
"
We are only as strong as we are united, as weak as we are divided.
 Albus Dumbledore, Harry Potter and the Goblet of Fire, Chapter 37
"
"
"
"
Differences of habit and language are nothing at all if our aims are identical and our hearts are open.
 Albus Dumbledore, Harry Potter and the Goblet of Fire, Chapter 37
"
"
"
"
To the well-organized mind, death is but the next great adventure. You know, the Stone was really not such a wonderful thing. As much money and life as you could want! The two things most human beings would choose above all  the trouble is, humans do have a knack of choosing precisely those things that are worst for them.
 Albus Dumbledore, Harry Potter and the Sorcerers Stone, Chapter 17
"
"
"
"
The truth. It is a beautiful and terrible thing, and should therefore be treated with great caution.
 Albus Dumbledore, Harry Potter and the Sorcerers Stone, Chapter 17
"
"
"
"
Curiosity is not a sin. But we should exercise caution with our curiosity.
 Albus Dumbledore, Harry Potter and the Goblet of Fire, Chapter 30
"
"
"
"
Harry, suffering like this proves you are still a man! This pain is part of being human.
 Albus Dumbledore, Harry Potter and the Order of the Phoenix, Chapter 37
"
"
"
"
Age is foolish and forgetful when it underestimates youth.
 Albus Dumbledore, Harry Potter and the Half-Blood Prince, Chapter 26
"
"
"
"
Well, thats a good sign, I never feel you perform as well in exams if youre not a bit nervous,
 Hermione Granger, Harry Potter and the Order of the Phoenix, Chapter 19
"
"
"
"
"
"
The ones that love us never really leave us. You can always find them in here.
 Sirius Black, Harry Potter and the Prisoner of Azkaban
"
"
"
"You think the dead we loved ever truly leave us? You think that we dont recall them more clearly than ever in times of great trouble?
 Albus Dumbledore, Harry Potter and the Prisoner of Azkaban
"
"
"
"
Happiness can be found even in the darkest of times, if one only remembers to turn on the light.
 Albus Dumbledore, Harry Potter and the Prisoner of Azkaban
"
"
"
"
Soon we must all face the choice between what is right and what is easy.
 Albus Dumbledore, Harry Potter and the Goblet of Fire
"
"
"
"
Weve all got both light and dark inside us. What matters is the part we choose to act on. Thats who we really are.
 Sirius Black, Harry Potter and the Order of the Phoenix
"
"
"
"
Things we lose have a way of coming back to us in the end, if not always in the way we expect.
 Luna Lovegood, Harry Potter and the Order of the Phoenix
"
"
"
"
It is the quality of ones convictions that determines success, not the number of followers.
 Remus Lupin, Harry Potter and the Deathly Hallows: Part 2
"
"
"
"
Words are, in my not so humble opinion, our most inexhaustible source of magic, capable of both influencing injury, and remedying it.
 Albus Dumbledore, Harry Potter and the Deathly Hallows: Part 2
"
"
"
